     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     0.000     1.000     1.000     0.000    -0.440    -0.146
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     1.000     1.000     0.000     0.000     0.000     0.101    -0.601
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     0.000     1.000     1.000     0.000    -0.440    -0.146
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     1.000     1.000     0.000     0.000     0.000     0.000    -0.176    -0.693
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     1.000     0.000     1.000     1.000     0.000     1.000     0.991     0.652
     1.000     0.000     0.000     1.000     0.000     0.000    -0.108     0.297
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     0.000     0.000     1.000     0.000     0.000    -0.108     0.297
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     1.000     0.000     0.000     0.000     1.000     0.078     0.214
     1.000     1.000     0.000     0.000     0.000     0.000    -0.176    -0.693
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     1.000     1.000     1.000     1.000     0.000     0.430    -0.883
     0.000     0.000     1.000     0.000     0.000     0.000    -0.265    -0.115
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     1.000     0.000     0.000     0.000     0.000    -0.176    -0.693
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     1.000     0.000     0.000     0.000     0.000    -0.176    -0.693
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     1.000     1.000     0.000     0.000     1.000     0.606    -0.111
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     0.000     1.000     1.000     0.000     0.000     0.000     0.101    -0.601
     0.000     1.000     1.000     0.000     1.000     0.000    -0.319    -1.003
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     0.000     1.000     0.000     0.000     1.000     0.226     0.360
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     0.000     1.000     1.000     0.000    -0.440    -0.146
     0.000     0.000     1.000     1.000     0.000     1.000     0.785     1.035
     1.000     1.000     1.000     0.000     0.000     0.000     0.419    -1.041
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     1.000     1.000     1.000     1.000     1.000     0.651     0.071
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     1.000     1.000     0.000     1.000     0.000     1.000     0.812     0.388
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     0.000     1.000     0.000     1.000     0.000    -0.667    -0.498
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     0.000     1.000     1.000     0.000     1.000     0.785     1.035
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     1.000     1.000     1.000     0.000     0.000     0.000     0.419    -1.041
     0.000     0.000     1.000     1.000     0.000     1.000     0.785     1.035
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     0.000     0.000     1.000     1.000     1.000    -0.305     0.909
     0.000     1.000     1.000     0.000     1.000     0.000    -0.319    -1.003
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     1.000     1.000     0.000     1.000     0.000     1.000     0.812     0.388
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     0.000     1.000     1.000     1.000     1.000     1.000     0.651     0.071
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     1.000     0.000     0.000     0.000     1.000     0.000    -1.047    -0.627
     0.000     0.000     1.000     1.000     0.000     1.000     0.785     1.035
     1.000     0.000     0.000     1.000     0.000     0.000    -0.108     0.297
     1.000     1.000     1.000     1.000     1.000     0.000     0.430    -0.883
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     1.000     0.000     0.000     0.000     0.419    -1.041
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     1.000     1.000     0.000     1.000     0.000    -0.319    -1.003
     1.000     1.000     1.000     1.000     1.000     0.000     0.430    -0.883
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     0.000     1.000     0.000     1.000     0.000    -0.667    -0.498
     1.000     1.000     1.000     1.000     1.000     1.000     0.961    -0.357
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     1.000     0.000     0.000     1.000     1.000     0.000    -0.531    -0.076
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     1.000     1.000     0.000     0.000     0.179     0.418
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     0.000     1.000     1.000     0.000     1.000     0.785     1.035
     1.000     1.000     1.000     0.000     1.000     1.000     0.627    -0.823
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     0.000     1.000     1.000     0.000     0.000     0.179     0.418
     1.000     1.000     1.000     0.000     0.000     0.000     0.419    -1.041
     0.000     1.000     1.000     0.000     1.000     0.000    -0.319    -1.003
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     1.000     1.000     0.000     1.000     1.000     1.000     0.406    -0.005
     1.000     0.000     1.000     1.000     0.000     1.000     0.991     0.652
     1.000     1.000     1.000     1.000     1.000     0.000     0.430    -0.883
     1.000     0.000     0.000     0.000     0.000     0.000    -0.565    -0.210
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     0.000     0.000     0.000     0.000     0.000    -0.907     0.218
     0.000     0.000     1.000     1.000     1.000     0.000    -0.219     0.031
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     1.000     1.000     1.000     1.000     1.000     0.000     0.430    -0.883
     0.000     0.000     1.000     0.000     1.000     0.000    -0.667    -0.498
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     1.000     0.000     0.000     1.000     0.000     1.000     0.483     0.851
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     1.000     1.000     1.000     0.000     0.000     0.000     0.419    -1.041
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     1.000     0.000     1.000     0.000    -0.319    -1.003
     0.000     0.000     0.000     1.000     1.000     1.000    -0.305     0.909
     0.000     0.000     0.000     1.000     1.000     1.000    -0.305     0.909
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     0.000     0.000     0.000     0.000     0.000    -0.907     0.218
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     1.000     1.000     0.000     1.000     0.000     1.000     0.812     0.388
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     0.000     1.000     1.000     0.000     0.000     0.000     0.101    -0.601
     0.000     0.000     0.000     0.000     0.000     0.000    -0.907     0.218
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     0.000     0.000     0.000     0.000     0.000    -0.907     0.218
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     1.000     1.000     0.000     1.000     1.000     0.627    -0.823
     1.000     1.000     0.000     1.000     0.000     1.000     0.812     0.388
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     1.000     1.000     1.000     1.000     1.000     1.000     0.961    -0.357
     1.000     1.000     0.000     0.000     0.000     0.000    -0.176    -0.693
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     0.000     0.000     0.000     0.000     0.000    -0.907     0.218
     1.000     0.000     0.000     1.000     1.000     0.000    -0.531    -0.076
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     1.000     0.000     1.000     0.000    -0.319    -1.003
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     1.000     0.000     0.000     0.000     0.101    -0.601
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     0.000     1.000     1.000     0.000     0.000     0.000     0.101    -0.601
     1.000     0.000     1.000     1.000     0.000     1.000     0.991     0.652
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     0.000     0.000     0.000     0.000     0.000    -0.907     0.218
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     1.000     1.000     0.000     0.000     0.000     0.101    -0.601
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     0.000     1.000     1.000     0.000     1.000     1.000     0.294    -0.399
     1.000     0.000     0.000     1.000     0.000     0.000    -0.108     0.297
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     0.000     1.000     1.000     0.000     1.000     0.000    -0.319    -1.003
     0.000     0.000     1.000     1.000     0.000     0.000     0.179     0.418
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     0.000     1.000     1.000     0.000     1.000     0.785     1.035
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     1.000     1.000     0.000     1.000     0.000     1.000     0.812     0.388
     1.000     1.000     1.000     0.000     0.000     0.000     0.419    -1.041
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     0.000     1.000     1.000     0.000     1.000     0.000    -0.319    -1.003
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     0.000     0.000     1.000     1.000     1.000    -0.305     0.909
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     1.000     1.000     0.000     0.000     0.000     0.101    -0.601
     1.000     1.000     0.000     0.000     0.000     0.000    -0.176    -0.693
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     0.000     0.000     0.000     1.000     0.000    -1.047    -0.627
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     1.000     1.000     1.000     0.000     0.000     1.000     0.945    -0.538
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     1.000     1.000     1.000     0.000     0.000     0.000     0.419    -1.041
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     1.000     1.000     0.000     1.000     1.000     1.000     0.406    -0.005
     0.000     1.000     1.000     1.000     1.000     0.000     0.129    -0.452
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     1.000     0.000     0.000     0.000     0.000     0.000    -0.565    -0.210
     0.000     0.000     0.000     1.000     1.000     1.000    -0.305     0.909
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     0.000     1.000     1.000     1.000     0.000    -0.219     0.031
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     0.000     0.000     0.000     0.000     0.000    -0.907     0.218
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     1.000     0.000     0.000     1.000     0.000     1.000     0.483     0.851
     1.000     1.000     1.000     0.000     0.000     0.000     0.419    -1.041
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     0.000     0.000     0.000     1.000     1.000    -0.678     0.433
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     1.000     0.000     1.000     1.000     0.000    -0.440    -0.146
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     0.000     1.000     1.000     0.000     1.000     0.785     1.035
     0.000     0.000     1.000     1.000     1.000     1.000     0.300     0.552
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     0.000     0.000     0.000     1.000     1.000     0.000    -0.887     0.379
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     1.000     1.000     1.000     1.000     1.000     0.000     0.430    -0.883
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     1.000     0.000     1.000     1.000     0.000    -0.440    -0.146
     1.000     1.000     1.000     1.000     1.000     0.000     0.430    -0.883
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     1.000     1.000     1.000     0.000     0.000     1.000     0.945    -0.538
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     1.000     0.000     0.000     0.000     0.419    -1.041
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     0.000     1.000     0.000     1.000     1.000     0.000    -0.440    -0.146
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     1.000     1.000     0.000     1.000     1.000     0.000    -0.151    -0.551
     0.000     0.000     0.000     0.000     0.000     0.000    -0.907     0.218
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     0.000     1.000     0.000     1.000     1.000     0.000    -0.440    -0.146
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     1.000     1.000     0.000     1.000     0.000    -0.319    -1.003
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     1.000     1.000     1.000     1.000     1.000     0.000     0.430    -0.883
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     0.000     0.000     1.000     1.000     0.000     1.000     0.785     1.035
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     0.000     1.000     1.000     0.000     0.000     0.000     0.101    -0.601
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     1.000     1.000     0.000     0.000     0.000     1.000     0.370    -0.165
     0.000     0.000     0.000     0.000     1.000     0.000    -1.386    -0.183
     0.000     1.000     0.000     1.000     1.000     1.000     0.123     0.390
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     0.000     0.000     0.000     0.000     1.000     1.000    -0.678     0.433
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     1.000     0.000     1.000     0.000     1.000     0.555     0.800
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     0.000     1.000     0.000     1.000     1.000     0.000    -0.440    -0.146
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     0.000     0.000     1.000     0.000     1.000     0.160     1.334
     0.000     1.000     0.000     1.000     1.000     0.000    -0.440    -0.146
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     1.000     1.000     1.000     0.000     1.000     0.000    -0.025    -1.464
     0.000     1.000     1.000     1.000     0.000     1.000     1.112     0.522
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     0.000     0.000     1.000     0.000     0.000    -0.108     0.297
     0.000     0.000     0.000     1.000     1.000     1.000    -0.305     0.909
     1.000     1.000     0.000     0.000     0.000     0.000    -0.176    -0.693
     0.000     1.000     0.000     0.000     0.000     0.000    -0.466    -0.291
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     1.000     1.000     1.000     1.000     0.000     0.000     0.829    -0.506
     0.000     1.000     0.000     1.000     1.000     1.000     0.123     0.390
     1.000     1.000     0.000     0.000     1.000     0.000    -0.652    -1.143
     0.000     0.000     1.000     1.000     1.000     0.000    -0.219     0.031
     0.000     0.000     0.000     1.000     0.000     0.000    -0.452     0.756
     0.000     1.000     0.000     1.000     0.000     0.000    -0.025     0.233
     0.000     1.000     1.000     1.000     0.000     0.000     0.525    -0.070
     1.000     1.000     0.000     1.000     0.000     1.000     0.812     0.388
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     1.000     1.000     0.000     1.000     1.406     0.065
     1.000     1.000     1.000     1.000     1.000     0.000     0.430    -0.883
     1.000     1.000     0.000     1.000     0.000     0.000     0.253    -0.169
     0.000     1.000     0.000     0.000     1.000     0.000    -0.937    -0.713
     1.000     0.000     0.000     1.000     1.000     0.000    -0.531    -0.076
